hostname,os_family,os_version,cpu_cores,memory_gb,gpu_present,domain_joined,virtualization,open_ports,running_services,server_role,confidentiality,integrity,availability,record_source,confidence,is_synthetic
srv-0700,RHEL,8,8,16,False,False,Hyper-V,[3389],['ntp' 'winrm'],Jump Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.85,True
srv-0701,Windows Server,2022,32,8,False,True,KVM,[ 22  80 443],['winrm'],Mainframe Gateway,Moderate,Moderate,Moderate,synthetic_hybrid,0.81,True
srv-0702,Windows Server,2022,8,4,False,True,Cloud VM,[  80  443 2195],['winrm'],MDM Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.91,True
srv-0703,RHEL,8,16,4,False,False,Hyper-V,[ 5986 10250 30000 30001],['dns' 'ntp'],Kubernetes Worker Node,Moderate,Moderate,Moderate,synthetic_ml_seed,0.92,True
srv-0704,RHEL,9,4,4,False,False,KVM,[3389 5986],['containerd' 'sshd'],Jump Server,Moderate,Moderate,Moderate,synthetic_rules,0.71,True
srv-0705,RHEL,9,4,16,False,False,KVM,[1433 5432 5986],['oracle'],Database Proxy,Moderate,Moderate,Moderate,synthetic_hybrid,0.72,True
srv-0706,Windows Server,2022,2,4,False,True,Cloud VM,[22 80],['nginx' 'vault' 'wazuh-manager'],Web Application Firewall,High,High,High,synthetic_rules,0.9,True
srv-0707,RHEL,8,32,128,False,True,KVM,[ 443 6080],['winrm'],GIS Server,Moderate,Moderate,Moderate,synthetic_rules,0.9,True
srv-0708,Ubuntu Server,20.04,16,32,False,True,VMware,[   80  5672  9092 15672],['winrm'],Message Queue Server,Moderate,Moderate,High,synthetic_ml_seed,0.92,True
srv-0709,Windows Server,2022,32,16,False,True,VMware,[ 443 5696],['ossec' 'suricata'],Key Management Server,High,High,Moderate,synthetic_rules,0.72,True
srv-0710,Windows Server,2016,8,32,False,True,KVM,[1433 1521 5432],['mysql'],Data Warehouse Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.8,True
srv-0711,Debian,11,4,32,False,False,Hyper-V,[   80 27000],['winrm'],License Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.84,True
srv-0712,Windows Server,2022,16,32,False,True,Physical,[8000],['apache2'],ERP Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.75,True
srv-0713,RHEL,9,8,8,False,True,Hyper-V,[443],['apache2' 'tomcat'],Reverse Proxy,Moderate,Moderate,Moderate,synthetic_hybrid,0.71,True
srv-0714,Windows Server,2016,4,128,False,True,VMware,[ 443 3389],['ansible' 'jenkins'],DevOps Build Server,Moderate,Moderate,Moderate,synthetic_rules,0.74,True
srv-0715,RHEL,8,32,128,False,False,Container,[5672],['sshd'],Message Queue Server,Moderate,Moderate,High,synthetic_hybrid,0.85,True
srv-0716,RHEL,8,16,8,False,False,KVM,[443],['jira'],Video Conferencing Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.89,True
srv-0717,Debian,11,8,64,False,False,KVM,[443],['radiusd' 'suricata'],Secrets Management Server,High,High,Moderate,synthetic_ml_seed,0.8,True
srv-0718,Debian,11,8,8,False,False,Hyper-V,[ 22 443],['jenkins'],DevOps Build Server,Moderate,Moderate,Moderate,synthetic_rules,0.82,True
srv-0719,Windows Server,2016,4,16,False,True,VMware,[  22 8443],['ossec' 'wazuh-manager'],EDR Management Server,High,High,High,synthetic_hybrid,0.84,True
srv-0720,Debian,11,4,8,False,True,Physical,[3478],['sharepoint'],Video Conferencing Server,Moderate,Moderate,Moderate,synthetic_rules,0.8,True
srv-0721,Windows Server,2016,16,16,False,True,KVM,[873],['sshd'],Replication Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.72,True
srv-0722,RHEL,8,4,4,False,False,Hyper-V,[9000],['ossec'],HSM Management Server,High,High,Moderate,synthetic_rules,0.71,True
srv-0723,Windows Server,2016,2,128,False,True,VMware,[1433],['winrm'],SCADA Historian,Moderate,Moderate,Moderate,synthetic_ml_seed,0.7,True
srv-0724,Debian,11,2,128,False,False,Physical,[443],['winrm'],Analytics Server,Moderate,Moderate,Moderate,synthetic_rules,0.76,True
srv-0725,Ubuntu Server,22.04,4,64,False,False,Cloud VM,[ 443 5985 8443],['prometheus' 'veeam'],Endpoint Management Server,Moderate,Moderate,Moderate,synthetic_rules,0.82,True
srv-0726,Ubuntu Server,20.04,4,64,False,True,KVM,[ 514 9200],['ossec'],SIEM Server,High,High,Moderate,synthetic_rules,0.96,True
srv-0727,RHEL,9,16,32,False,False,VMware,[2375 5986],['dns'],Container Host,Moderate,Moderate,Moderate,synthetic_hybrid,0.89,True
srv-0728,Windows Server,2019,2,16,False,True,KVM,[  22  443 5986],['sshd'],Application Server,Moderate,Moderate,High,synthetic_rules,0.94,True
srv-0729,Windows Server,2019,4,16,False,True,Cloud VM,[ 515 3389],['sshd'],Print Server,Moderate,Moderate,Moderate,synthetic_rules,0.77,True
srv-0730,Windows Server,2022,16,64,False,True,Physical,[3389 6080 6443],['sshd'],GIS Server,Moderate,Moderate,Moderate,synthetic_rules,0.98,True
srv-0731,Ubuntu Server,22.04,16,16,False,True,VMware,[  80  443 3389],['apache2' 'iis'],Web Server,Moderate,Moderate,High,synthetic_hybrid,0.71,True
srv-0732,RHEL,8,8,32,False,False,Cloud VM,[5222],['sharepoint'],Collaboration Server,Moderate,Moderate,Moderate,synthetic_rules,0.91,True
srv-0733,Windows Server,2022,8,32,False,True,VMware,[ 443 9000],['suricata' 'vault'],HSM Management Server,High,High,Moderate,synthetic_ml_seed,0.87,True
srv-0734,Windows Server,2022,32,64,False,True,Cloud VM,[  22  445 5985],['sshd'],Archive Server,High,High,High,synthetic_hybrid,0.91,True
srv-0735,RHEL,8,8,4,False,False,VMware,[ 445 2179],['docker' 'ntp'],Hyper-V Host,Moderate,Moderate,Moderate,synthetic_ml_seed,0.94,True
srv-0736,Debian,12,32,4,False,False,KVM,[  443  2379  2380  5985  5986 10250],['sshd'],Kubernetes Control Plane,Moderate,Moderate,High,synthetic_rules,0.94,True
srv-0737,Ubuntu Server,22.04,8,4,False,False,VMware,[  80  443 8080],['tomcat'],Secure Web Gateway,Moderate,Moderate,Moderate,synthetic_hybrid,0.85,True
srv-0738,Ubuntu Server,22.04,16,32,False,False,Hyper-V,[3389 5986],['containerd'],Bastion Host,Moderate,Moderate,Moderate,synthetic_hybrid,0.72,True
srv-0739,Windows Server,2019,2,8,False,True,KVM,[8080],['apache2' 'iis'],CRM Server,Moderate,Moderate,Moderate,synthetic_rules,0.7,True
srv-0740,Windows Server,2016,8,32,False,True,VMware,[ 443 8080],['tomcat'],Secure Web Gateway,Moderate,Moderate,Moderate,synthetic_rules,0.75,True
srv-0741,RHEL,8,8,4,False,False,Physical,[  22   80  443 5986],['apache2'],Web Server,Moderate,Moderate,High,synthetic_rules,0.91,True
srv-0742,Ubuntu Server,20.04,16,32,False,False,Physical,[ 443 3389],['sshd'],Asset Management Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.98,True
srv-0743,Debian,12,2,32,False,True,Hyper-V,[  22 1433 3306],['mssql'],Database Proxy,Moderate,Moderate,Moderate,synthetic_rules,0.75,True
srv-0744,Ubuntu Server,20.04,8,128,False,False,VMware,[ 443 1812],['ossec' 'wazuh-manager'],RADIUS Server,Moderate,Moderate,Moderate,synthetic_rules,0.95,True
srv-0745,Ubuntu Server,22.04,8,64,True,False,Physical,[  53 5985],['ntp'],DNS Server,Moderate,Moderate,High,synthetic_ml_seed,0.97,True
srv-0746,Windows Server,2019,8,64,False,True,Physical,[443],['winrm'],Analytics Server,Moderate,Moderate,Moderate,synthetic_rules,0.8,True
srv-0747,Ubuntu Server,20.04,16,128,False,False,Hyper-V,[443],['sshd'],Cloud Management Gateway,Moderate,Moderate,Moderate,synthetic_ml_seed,0.85,True
srv-0748,Windows Server,2016,8,4,False,True,KVM,[443],['winrm'],Data Loss Prevention Scanner,Moderate,Moderate,Moderate,synthetic_rules,0.79,True
srv-0749,RHEL,9,32,128,False,False,KVM,[5986 8080],['apache2' 'iis'],CRM Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.77,True
srv-0750,Windows Server,2019,4,64,False,True,Container,[3389],['winrm'],Bastion Host,Moderate,Moderate,Moderate,synthetic_rules,0.91,True
srv-0751,Debian,12,4,8,False,False,VMware,[ 22 443],['gitlab' 'puppetserver'],CI/CD Runner,Moderate,Moderate,Moderate,synthetic_rules,0.88,True
srv-0752,Windows Server,2022,4,64,False,True,Physical,[  22 6080 6443],['winrm'],GIS Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.83,True
srv-0753,RHEL,9,16,32,False,False,VMware,[ 3389 10250],['docker' 'ntp'],Kubernetes Worker Node,Moderate,Moderate,Moderate,synthetic_rules,0.93,True
srv-0754,Windows Server,2016,16,64,False,True,Physical,[  80  443 8080],['apache2'],Secure Web Gateway,Moderate,Moderate,Moderate,synthetic_rules,0.88,True
srv-0755,Windows Server,2022,32,32,False,True,Hyper-V,[22],['dhcp' 'sshd'],Bastion Host,Moderate,Moderate,Moderate,synthetic_rules,0.75,True
srv-0756,Windows Server,2019,2,4,False,True,VMware,[443 902 903],['dns' 'docker'],VMware ESXi Host,Moderate,Moderate,Moderate,synthetic_ml_seed,0.78,True
srv-0757,Windows Server,2019,8,64,False,True,Physical,[ 80 443],['sshd'],Load Balancer,Moderate,Moderate,High,synthetic_rules,0.82,True
srv-0758,Ubuntu Server,22.04,4,32,False,False,Physical,[443],['jira'],Video Conferencing Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.72,True
srv-0759,Ubuntu Server,20.04,4,16,False,True,VMware,[ 443 5985],['vault'],DLP Management Server,High,High,High,synthetic_ml_seed,0.71,True
srv-0760,Ubuntu Server,22.04,8,8,False,False,VMware,[ 21 443],['winrm'],FTP Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.97,True
srv-0761,Debian,12,8,32,False,True,Cloud VM,[ 22 443],['radiusd' 'suricata'],Identity Governance Server,High,High,Moderate,synthetic_rules,0.99,True
srv-0762,RHEL,8,32,8,False,False,Physical,[  22 2375 2376],['containerd' 'dhcp'],Container Host,Moderate,Moderate,Moderate,synthetic_rules,0.92,True
srv-0763,Windows Server,2022,16,64,False,True,Physical,[ 514 6514],['winrm'],Syslog Server,Moderate,Moderate,Moderate,synthetic_rules,0.9,True
srv-0764,RHEL,9,32,16,True,False,Hyper-V,[ 443 6006],['sshd'],Machine Learning Platform,Moderate,Moderate,Moderate,synthetic_rules,0.8,True
srv-0765,Windows Server,2016,4,32,False,True,KVM,[ 443 8088],['winrm'],BI Server,Moderate,Moderate,Moderate,synthetic_rules,0.76,True
srv-0766,Windows Server,2016,4,8,False,True,Cloud VM,[ 443 5985 8000],['apache2' 'nginx'],ERP Server,Moderate,Moderate,Moderate,synthetic_rules,0.8,True
srv-0767,Debian,12,4,4,False,True,KVM,[ 2380  6443 10250],['ntp' 'winrm'],Kubernetes Control Plane,Moderate,Moderate,High,synthetic_rules,0.86,True
srv-0768,Debian,11,32,32,False,False,KVM,[443],['sshd'],Asset Management Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.72,True
srv-0769,RHEL,9,4,4,False,True,Physical,[443 873],['winrm'],Replication Server,Moderate,Moderate,Moderate,synthetic_rules,0.71,True
srv-0770,Windows Server,2019,4,32,False,True,VMware,[ 22 123],['containerd' 'kubelet'],NTP Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.86,True
srv-0771,Debian,12,16,16,False,False,VMware,[8443],['jenkins' 'zabbix-server'],Endpoint Management Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.87,True
srv-0772,Ubuntu Server,20.04,4,32,False,False,KVM,[ 22 443],['ossec'],Firewall Management Server,High,High,High,synthetic_hybrid,0.71,True
srv-0773,RHEL,9,4,32,False,True,Cloud VM,[443],['ossec'],DLP Management Server,High,High,High,synthetic_rules,0.95,True
srv-0774,RHEL,8,8,32,False,True,Physical,[  80  135  445 2179],['containerd'],Hyper-V Host,Moderate,Moderate,Moderate,synthetic_rules,0.74,True
srv-0775,Windows Server,2019,16,128,False,True,KVM,[  80  443 5985 5986],['apache2' 'teams-gateway'],SharePoint Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.96,True
srv-0776,Ubuntu Server,22.04,8,64,False,False,Physical,[ 443 5986 8088],['winrm'],BI Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.92,True
srv-0777,RHEL,8,8,16,False,False,VMware,[5985 5986 8080],['apache2'],CRM Server,Moderate,Moderate,Moderate,synthetic_rules,0.84,True
srv-0778,Windows Server,2019,4,16,False,True,Hyper-V,[ 161  162  443 3389 5666],['zabbix-server'],Monitoring Server,Moderate,Moderate,Moderate,synthetic_rules,0.97,True
srv-0779,Debian,11,8,128,False,False,Cloud VM,[20 21],['sshd'],FTP Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.75,True
srv-0780,Debian,11,4,8,False,True,Hyper-V,[20 21],['sshd'],FTP Server,Moderate,Moderate,Moderate,synthetic_rules,0.85,True
srv-0781,Debian,12,4,8,False,False,Cloud VM,[443],['winrm'],Data Loss Prevention Scanner,Moderate,Moderate,Moderate,synthetic_rules,0.93,True
srv-0782,Debian,12,32,32,False,True,VMware,[ 111  445 2049],['sshd'],Storage Server,High,High,High,synthetic_rules,0.9,True
srv-0783,Ubuntu Server,22.04,8,16,True,True,VMware,[ 22  80 443 515 631],['winrm'],Print Server,Moderate,Moderate,Moderate,synthetic_rules,0.97,True
srv-0784,Ubuntu Server,22.04,32,64,False,False,Hyper-V,[ 443 3391 5986],['dhcp' 'ntp'],Remote Access Gateway,Moderate,Moderate,High,synthetic_ml_seed,0.85,True
srv-0785,Ubuntu Server,22.04,4,128,False,True,VMware,[67 68],['ntp'],DHCP Server,Moderate,Moderate,High,synthetic_hybrid,0.97,True
srv-0786,Windows Server,2016,32,16,False,True,Physical,[  53  445  464 3268 5985],['sshd'],Active Directory Domain Services,High,High,High,synthetic_rules,0.76,True
srv-0787,Ubuntu Server,20.04,8,4,False,True,VMware,[5601 9200 9300],['sshd'],Search Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.95,True
srv-0788,Ubuntu Server,20.04,8,128,False,False,KVM,[ 514 3389 5601 5986 9200],['gitlab' 'zabbix-server'],Log Management Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.9,True
srv-0789,Windows Server,2016,4,32,False,True,Cloud VM,[443],['winrm'],SSO Server,High,High,Moderate,synthetic_ml_seed,0.77,True
srv-0790,RHEL,9,4,4,False,True,VMware,[3389],['dhcp' 'sshd'],Jump Server,Moderate,Moderate,Moderate,synthetic_rules,0.79,True
srv-0791,Ubuntu Server,22.04,4,8,False,False,Cloud VM,[443],['winrm'],Threat Intelligence Server,Moderate,Moderate,Moderate,synthetic_rules,0.71,True
srv-0792,Debian,12,32,64,False,True,KVM,[ 443 3478],['sharepoint'],Video Conferencing Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.74,True
srv-0793,Windows Server,2016,2,32,False,True,Cloud VM,[  25  110  143  587 3389],['confluence'],Mail Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.73,True
srv-0794,Debian,11,4,128,False,True,Container,[ 22 445],['winrm'],Archive Server,High,High,High,synthetic_rules,0.76,True
srv-0795,Ubuntu Server,20.04,32,64,False,True,Container,[443 873],['winrm'],Replication Server,Moderate,Moderate,Moderate,synthetic_rules,0.76,True
srv-0796,Windows Server,2022,8,8,False,True,Hyper-V,[  22  443 3389],['sshd'],Privileged Access Management,High,High,Moderate,synthetic_rules,0.7,True
srv-0797,Windows Server,2019,32,128,True,True,Physical,[502],['winrm'],OT Management Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.84,True
srv-0798,Windows Server,2022,4,32,False,True,Cloud VM,[ 443 1883 8883],['winrm'],IoT Gateway,Moderate,Moderate,Moderate,synthetic_hybrid,0.86,True
srv-0799,Windows Server,2019,4,8,False,True,VMware,[443],['apache2' 'sharepoint' 'tomcat'],SharePoint Server,Moderate,Moderate,Moderate,synthetic_rules,0.77,True
srv-0800,Windows Server,2016,32,8,False,True,VMware,[ 443 3389],['sshd'],MDM Server,Moderate,Moderate,Moderate,synthetic_rules,0.72,True
srv-0801,Windows Server,2016,4,16,False,True,VMware,[  80 8080],['apache2' 'nginx' 'teams-gateway'],Ticketing Server,Moderate,Moderate,Moderate,synthetic_rules,0.93,True
srv-0802,RHEL,9,4,128,False,False,Hyper-V,[  22 3389],['kubelet'],Jump Server,Moderate,Moderate,Moderate,synthetic_rules,0.83,True
srv-0803,Windows Server,2019,2,64,False,True,VMware,[443],['apache2' 'teams-gateway'],Help Desk Server,Moderate,Moderate,Moderate,synthetic_rules,0.73,True
srv-0804,RHEL,9,2,16,False,False,Cloud VM,[443 631],['winrm'],Print Server,Moderate,Moderate,Moderate,synthetic_rules,0.85,True
srv-0805,Windows Server,2022,16,128,False,True,Cloud VM,[3306 5432 5986],['mysql'],Database Proxy,Moderate,Moderate,Moderate,synthetic_hybrid,0.94,True
srv-0806,Windows Server,2022,2,128,False,True,Hyper-V,[ 3389 27001],['sshd'],License Server,Moderate,Moderate,Moderate,synthetic_rules,0.71,True
srv-0807,Windows Server,2022,2,4,False,True,KVM,[ 443 8883],['sshd'],IoT Gateway,Moderate,Moderate,Moderate,synthetic_rules,0.75,True
srv-0808,RHEL,9,2,4,False,True,VMware,[443],['nginx' 'tomcat'],Secure Web Gateway,Moderate,Moderate,Moderate,synthetic_hybrid,0.89,True
srv-0809,Ubuntu Server,20.04,8,32,False,False,VMware,[ 443 8443],['iis' 'nginx'],API Gateway,Moderate,Moderate,High,synthetic_rules,0.92,True
srv-0810,Windows Server,2016,16,128,False,True,Cloud VM,[ 161  162  443 5666],['veeam'],Monitoring Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.72,True
srv-0811,Windows Server,2019,4,16,False,True,Physical,[443],['winrm'],SSO Server,High,High,Moderate,synthetic_ml_seed,0.72,True
srv-0812,Debian,12,2,128,False,False,KVM,[ 443 8443],['ossec'],EDR Management Server,High,High,High,synthetic_rules,0.93,True
srv-0813,Windows Server,2019,16,8,False,True,Cloud VM,[  22  443 1935 3389],['sshd'],Media Streaming Server,Moderate,Moderate,Moderate,synthetic_rules,0.99,True
srv-0814,Ubuntu Server,22.04,4,8,False,False,Hyper-V,[ 443 8080],['sshd'],ETL Server,Moderate,Moderate,Moderate,synthetic_rules,0.71,True
srv-0815,Windows Server,2016,2,64,False,True,KVM,[8080],['winrm'],ETL Server,Moderate,Moderate,Moderate,synthetic_rules,0.74,True
srv-0816,RHEL,8,4,128,False,True,VMware,[   80  5060  5061 10000],['winrm'],VoIP Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.7,True
srv-0817,Debian,12,4,8,False,True,Physical,[443],['winrm'],Data Loss Prevention Scanner,Moderate,Moderate,Moderate,synthetic_hybrid,0.9,True
srv-0818,Debian,11,8,8,False,False,KVM,[443 902 903],['winrm'],VMware ESXi Host,Moderate,Moderate,Moderate,synthetic_rules,0.75,True
srv-0819,RHEL,9,32,128,False,False,Cloud VM,[ 67  68 443],['containerd' 'ntp'],DHCP Server,Moderate,Moderate,High,synthetic_hybrid,0.81,True
srv-0820,Windows Server,2016,4,32,False,True,KVM,[ 443 3389 5985 9000],['ossec' 'radiusd'],HSM Management Server,High,High,Moderate,synthetic_ml_seed,0.96,True
srv-0821,Ubuntu Server,22.04,16,4,False,False,Hyper-V,[ 5985 15672],['sshd'],Message Queue Server,Moderate,Moderate,High,synthetic_ml_seed,0.71,True
srv-0822,Ubuntu Server,20.04,4,16,False,False,Hyper-V,[ 443 3389],['exchange' 'iis' 'nginx'],SharePoint Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.76,True
srv-0823,Ubuntu Server,20.04,8,8,False,False,Container,[1812],['winrm'],Network Access Control Server,Moderate,Moderate,Moderate,synthetic_rules,0.82,True
srv-0824,Debian,12,32,32,False,False,Hyper-V,[ 80 443],['sshd'],PKI / Certificate Authority,High,High,Moderate,synthetic_ml_seed,0.96,True
srv-0825,Windows Server,2016,4,128,False,True,Hyper-V,[ 111  445 2049],['winrm'],NAS Server,High,High,High,synthetic_rules,0.89,True
srv-0826,Windows Server,2016,2,16,False,True,Cloud VM,[389 443],['sshd'],Directory Sync Server,Moderate,Moderate,Moderate,synthetic_rules,0.93,True
srv-0827,Windows Server,2022,8,64,False,True,VMware,[ 80 902 903],['dns' 'docker'],Virtualization Host,Moderate,Moderate,High,synthetic_rules,0.7,True
srv-0828,Ubuntu Server,20.04,8,32,False,False,KVM,[443],['sshd'],Cloud Management Gateway,Moderate,Moderate,Moderate,synthetic_hybrid,0.81,True
srv-0829,Windows Server,2019,32,4,False,True,KVM,[8140],['ansible'],Configuration Management Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.75,True
srv-0830,Debian,11,16,32,False,False,Cloud VM,[443],['ossec' 'suricata'],DLP Management Server,High,High,High,synthetic_rules,0.85,True
srv-0831,Windows Server,2022,8,8,False,True,VMware,[  80  443 3389],['iis' 'suricata' 'vault'],Web Application Firewall,High,High,High,synthetic_hybrid,0.92,True
srv-0832,Windows Server,2022,32,8,False,True,Hyper-V,[27000 27001],['winrm'],License Server,Moderate,Moderate,Moderate,synthetic_rules,0.86,True
srv-0833,RHEL,8,8,32,False,False,Physical,[ 22 443],['apache2' 'exchange'],SharePoint Server,Moderate,Moderate,Moderate,synthetic_rules,0.94,True
srv-0834,Windows Server,2022,32,32,False,True,Hyper-V,[22 80],['elastic-agent' 'wazuh-manager'],Firewall Management Server,High,High,High,synthetic_rules,0.76,True
srv-0835,Ubuntu Server,20.04,8,64,False,False,Hyper-V,[  22  443 3389 5986],['docker' 'kubelet'],Jump Server,Moderate,Moderate,Moderate,synthetic_rules,0.74,True
srv-0836,RHEL,9,4,4,False,False,Physical,[  80 1433 3306 5432],['mssql'],Database Proxy,Moderate,Moderate,Moderate,synthetic_rules,0.85,True
srv-0837,Windows Server,2022,32,8,False,True,VMware,[ 443 8443],['radiusd' 'wazuh-manager'],EDR Management Server,High,High,High,synthetic_hybrid,0.96,True
srv-0838,Ubuntu Server,20.04,2,4,False,False,Hyper-V,[ 135 2179 5985],['containerd' 'dns'],Hyper-V Host,Moderate,Moderate,Moderate,synthetic_hybrid,0.82,True
srv-0839,Ubuntu Server,22.04,2,16,False,True,KVM,[15672],['sshd'],Message Queue Server,Moderate,Moderate,High,synthetic_rules,0.93,True
srv-0840,Ubuntu Server,22.04,4,4,False,False,Hyper-V,[ 443 8081],['gitlab'],Artifact Repository,Moderate,Moderate,Moderate,synthetic_rules,0.95,True
srv-0841,Debian,11,16,128,False,False,Cloud VM,[1812 5986],['suricata'],RADIUS Server,Moderate,Moderate,Moderate,synthetic_rules,0.77,True
srv-0842,Windows Server,2019,4,128,False,True,VMware,[  80  443 1812 1813],['wazuh-manager'],RADIUS Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.7,True
srv-0843,RHEL,9,4,64,False,True,Hyper-V,[  22  443 7990],['grafana'],Source Control Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.8,True
srv-0844,RHEL,9,4,64,False,False,VMware,[ 443 8443],['winrm'],Application Server,Moderate,Moderate,High,synthetic_hybrid,0.85,True
srv-0845,Windows Server,2022,2,4,False,True,Hyper-V,[ 80 443],['nginx' 'suricata' 'tomcat' 'vault'],Web Application Firewall,High,High,High,synthetic_rules,0.73,True
srv-0846,RHEL,8,8,4,False,False,VMware,[8888],['sshd'],Analytics Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.82,True
srv-0847,RHEL,9,8,8,False,True,KVM,[  22 1433 5432],['oracle'],Data Warehouse Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.91,True
srv-0848,RHEL,8,8,32,False,False,VMware,[22],['jenkins' 'zabbix-server'],CI/CD Runner,Moderate,Moderate,Moderate,synthetic_ml_seed,0.94,True
srv-0849,RHEL,9,8,64,False,False,Cloud VM,[  80 3389],['iis' 'tomcat'],Secure Web Gateway,Moderate,Moderate,Moderate,synthetic_hybrid,0.9,True
srv-0850,RHEL,8,32,128,False,False,Physical,[ 443 5986],['grafana' 'prometheus'],Monitoring Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.77,True
srv-0851,RHEL,9,8,8,False,False,VMware,[ 443 5601 9200 9300],['winrm'],Search Server,Moderate,Moderate,Moderate,synthetic_rules,0.74,True
srv-0852,RHEL,9,8,32,False,True,Cloud VM,[ 443 5986],['winrm'],Disaster Recovery Orchestrator,Moderate,Moderate,Moderate,synthetic_ml_seed,0.95,True
srv-0853,Ubuntu Server,22.04,2,128,False,False,Container,[  80  443 1812],['sshd'],Network Access Control Server,Moderate,Moderate,Moderate,synthetic_rules,0.78,True
srv-0854,RHEL,9,8,32,False,False,Cloud VM,[  22 2376],['sshd'],Container Host,Moderate,Moderate,Moderate,synthetic_ml_seed,0.98,True
srv-0855,Windows Server,2019,8,8,False,True,KVM,[443],['sshd'],CMDB Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.82,True
srv-0856,Ubuntu Server,20.04,4,64,False,False,Physical,[ 111  445 2049],['sshd'],Storage Server,High,High,High,synthetic_ml_seed,0.94,True
srv-0857,Ubuntu Server,22.04,32,16,False,True,Hyper-V,[ 443 5985],['winrm'],BI Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.78,True
srv-0858,RHEL,8,4,32,False,True,Hyper-V,[515 631],['winrm'],Print Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.77,True
srv-0859,RHEL,8,2,4,False,True,Cloud VM,[ 443 8443],['radiusd'],EDR Management Server,High,High,High,synthetic_ml_seed,0.85,True
srv-0860,Windows Server,2022,32,32,True,True,VMware,[8080],['apache2' 'confluence' 'nginx'],Help Desk Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.95,True
srv-0861,Debian,11,4,16,False,True,KVM,[ 443 9000],['suricata' 'vault'],HSM Management Server,High,High,Moderate,synthetic_rules,0.89,True
srv-0862,Windows Server,2022,8,16,True,True,Cloud VM,[   22 10000],['grafana'],Backup Server,High,High,High,synthetic_ml_seed,0.96,True
srv-0863,RHEL,8,2,8,True,True,Physical,[6514],['sshd'],Syslog Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.92,True
srv-0864,Ubuntu Server,20.04,8,32,False,False,KVM,[ 443 8088],['sshd'],BI Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.72,True
srv-0865,Debian,12,8,4,False,True,Physical,[ 443 5985 9092],['sshd'],Message Queue Server,Moderate,Moderate,High,synthetic_rules,0.77,True
srv-0866,Windows Server,2022,4,128,False,True,VMware,[8834],['sshd'],Vulnerability Scanner,Moderate,Moderate,Moderate,synthetic_rules,0.81,True
srv-0867,Debian,11,4,32,False,False,Physical,[443],['exchange' 'tomcat'],Help Desk Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.75,True
srv-0868,Debian,12,8,8,False,False,VMware,[8086],['mssql'],Time Series Database,Moderate,Moderate,Moderate,synthetic_hybrid,0.98,True
srv-0869,Windows Server,2022,8,16,False,True,Hyper-V,[ 135  445 2179],['kubelet'],Hyper-V Host,Moderate,Moderate,Moderate,synthetic_ml_seed,0.79,True
srv-0870,Debian,11,16,128,False,False,Hyper-V,[5061],['winrm'],VoIP Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.93,True
srv-0871,Debian,11,8,64,False,True,VMware,[ 22 514],['sshd'],Syslog Server,Moderate,Moderate,Moderate,synthetic_rules,0.98,True
srv-0872,Debian,12,8,8,False,True,KVM,[8200],['ossec'],Secrets Management Server,High,High,Moderate,synthetic_hybrid,0.85,True
srv-0873,Debian,11,8,64,False,False,VMware,[3260],['winrm'],SAN Management Server,High,High,High,synthetic_hybrid,0.96,True
