role,os_type,os_version,hostname_pattern,business_function,department,open_ports,running_services,installed_roles,installed_software
DNS Server,Windows Server,Windows Server 2019,SRV,Networking,IT,"[53, 80]","[""DNS Resolver""]","[""DNS"", ""Management Tools"", ""Remote Administration""]","[""DNS Management Tools""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Networking,IT,[53],"[""DNS Server"", ""WinRM""]","[""DNS""]","[""BIND Tools"", ""Endpoint Protection"", ""PowerShell""]"
DNS Server,Windows Server,Windows Server 2016,SRV,Core Network Services,IT,"[53, 80]","[""DNS"", ""RDP"", ""Monitoring Service""]","[""DNS""]","[""DNS Management Tools"", ""Sysmon""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Networking,Infrastructure,"[53, 80]","[""DNS Resolver""]","[""DNS""]","[""DNS Management Tools""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Networking,IT,"[53, 80]","[""DNS Server""]","[""DNS Server""]","[""DNS Management Tools""]"
DNS Server,Windows Server,Windows Server 2016,SRV,Core Network Services,IT,"[53, 135]","[""DNS Server""]","[""DNS""]","[""BIND Tools"", ""Monitoring Agent"", ""Endpoint Protection""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Name Resolution,IT,"[53, 135]","[""DNS Server""]","[""DNS"", ""Remote Administration""]","[""Windows DNS"", ""PowerShell""]"
DNS Server,Windows Server,Windows Server 2022,SRV,Name Resolution,IT,[53],"[""DNS Server"", ""RDP"", ""Event Log""]","[""DNS""]","[""Windows DNS""]"
DNS Server,Windows Server,Windows Server 2016,SRV,Name Resolution,IT,[53],"[""DNS Resolver""]","[""DNS"", ""Management Tools"", ""Remote Administration""]","[""Windows DNS"", ""PowerShell"", ""AV Scanner""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Networking,IT,"[53, 135]","[""DNS Resolver""]","[""DNS Server""]","[""DNS Management Tools""]"
DNS Server,Windows Server,Windows Server 2022,SRV,Name Resolution,IT,"[53, 80]","[""DNS"", ""Event Log""]","[""DNS Server""]","[""BIND Tools""]"
DNS Server,Windows Server,Windows Server 2022,SRV,Core Network Services,IT,"[53, 135]","[""DNS"", ""Event Log"", ""RDP""]","[""DNS Server""]","[""Windows DNS"", ""AV Scanner""]"
DNS Server,Windows Server,Windows Server 2022,SRV,Name Resolution,IT,[53],"[""DNS""]","[""DNS Server""]","[""BIND Tools""]"
DNS Server,Windows Server,Windows Server 2022,SRV,Name Resolution,IT,[53],"[""DNS Server""]","[""DNS"", ""Management Tools""]","[""Windows DNS""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Name Resolution,Infrastructure,"[53, 80]","[""DNS"", ""Event Log""]","[""DNS""]","[""Windows DNS""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Name Resolution,IT,"[53, 135]","[""DNS""]","[""DNS""]","[""DNS Management Tools"", ""Backup Agent""]"
DNS Server,Windows Server,Windows Server 2022,SRV,Name Resolution,Infrastructure,"[53, 80]","[""DNS""]","[""DNS"", ""Remote Administration""]","[""DNS Management Tools"", ""PowerShell"", ""Sysmon""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Name Resolution,Infrastructure,[53],"[""DNS Resolver""]","[""DNS"", ""Remote Administration"", ""Management Tools""]","[""BIND Tools""]"
DNS Server,Windows Server,Windows Server 2016,SRV,Networking,Infrastructure,"[53, 135]","[""DNS Resolver""]","[""DNS Server""]","[""Windows DNS""]"
DNS Server,Windows Server,Windows Server 2022,SRV,Name Resolution,IT,[53],"[""DNS Server"", ""Event Log"", ""RDP""]","[""DNS Server""]","[""BIND Tools""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Name Resolution,Infrastructure,[53],"[""DNS Resolver"", ""Monitoring Service"", ""RDP""]","[""DNS"", ""Management Tools""]","[""BIND Tools"", ""AV Scanner"", ""Monitoring Agent""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Name Resolution,Infrastructure,[53],"[""DNS Resolver"", ""RDP"", ""WinRM""]","[""DNS Server""]","[""DNS Management Tools"", ""Monitoring Agent"", ""Sysmon""]"
DNS Server,Windows Server,Windows Server 2022,SRV,Name Resolution,IT,"[53, 80]","[""DNS Resolver"", ""RDP"", ""Event Log""]","[""DNS Server""]","[""BIND Tools"", ""Endpoint Protection""]"
DNS Server,Windows Server,Windows Server 2016,SRV,Name Resolution,IT,"[53, 135]","[""DNS Resolver""]","[""DNS""]","[""BIND Tools"", ""Monitoring Agent""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Name Resolution,Infrastructure,"[53, 80]","[""DNS""]","[""DNS Server"", ""Management Tools"", ""Remote Administration""]","[""DNS Management Tools""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Networking,IT,[53],"[""DNS""]","[""DNS Server""]","[""BIND Tools"", ""Endpoint Protection""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Core Network Services,IT,"[53, 135]","[""DNS Resolver""]","[""DNS Server""]","[""BIND Tools""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Networking,Infrastructure,"[53, 80]","[""DNS Resolver"", ""RDP""]","[""DNS Server""]","[""BIND Tools""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Core Network Services,IT,[53],"[""DNS Server"", ""RDP"", ""Event Log""]","[""DNS""]","[""Windows DNS""]"
DNS Server,Windows Server,Windows Server 2022,SRV,Core Network Services,Infrastructure,"[53, 80]","[""DNS""]","[""DNS""]","[""Windows DNS""]"
DNS Server,Windows Server,Windows Server 2016,SRV,Name Resolution,Infrastructure,"[53, 135]","[""DNS"", ""Event Log""]","[""DNS""]","[""DNS Management Tools""]"
DNS Server,Windows Server,Windows Server 2016,SRV,Name Resolution,IT,"[53, 135]","[""DNS Server""]","[""DNS""]","[""Windows DNS"", ""Backup Agent"", ""AV Scanner""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Networking,IT,"[53, 135]","[""DNS Resolver""]","[""DNS Server""]","[""DNS Management Tools""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Name Resolution,Infrastructure,"[53, 135]","[""DNS Server"", ""Monitoring Service"", ""WinRM""]","[""DNS Server""]","[""Windows DNS"", ""AV Scanner"", ""Backup Agent""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Core Network Services,IT,[53],"[""DNS"", ""Event Log"", ""RDP""]","[""DNS"", ""Management Tools""]","[""DNS Management Tools""]"
DNS Server,Windows Server,Windows Server 2016,SRV,Name Resolution,Infrastructure,"[53, 80]","[""DNS""]","[""DNS Server"", ""Remote Administration""]","[""DNS Management Tools""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Core Network Services,Infrastructure,[53],"[""DNS Server""]","[""DNS""]","[""Windows DNS"", ""Backup Agent"", ""AV Scanner""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Networking,IT,"[53, 135]","[""DNS Resolver"", ""Event Log"", ""Monitoring Service""]","[""DNS""]","[""BIND Tools""]"
DNS Server,Windows Server,Windows Server 2022,SRV,Core Network Services,Infrastructure,"[53, 135]","[""DNS Server""]","[""DNS Server""]","[""BIND Tools"", ""AV Scanner""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Name Resolution,IT,"[53, 80]","[""DNS Server""]","[""DNS Server""]","[""BIND Tools""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Networking,IT,[53],"[""DNS Resolver""]","[""DNS Server"", ""Remote Administration"", ""Management Tools""]","[""Windows DNS""]"
DNS Server,Windows Server,Windows Server 2016,SRV,Name Resolution,Infrastructure,"[53, 80]","[""DNS Resolver"", ""RDP""]","[""DNS""]","[""DNS Management Tools""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Networking,Infrastructure,"[53, 80]","[""DNS""]","[""DNS""]","[""Windows DNS""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Core Network Services,Infrastructure,[53],"[""DNS""]","[""DNS Server""]","[""DNS Management Tools"", ""AV Scanner"", ""Sysmon""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Networking,Infrastructure,"[53, 135]","[""DNS""]","[""DNS Server""]","[""DNS Management Tools""]"
DNS Server,Windows Server,Windows Server 2016,SRV,Name Resolution,Infrastructure,"[53, 80]","[""DNS""]","[""DNS Server"", ""Remote Administration"", ""Management Tools""]","[""Windows DNS""]"
DNS Server,Windows Server,Windows Server 2022,SRV,Networking,IT,[53],"[""DNS Resolver""]","[""DNS Server""]","[""Windows DNS"", ""PowerShell"", ""Backup Agent""]"
DNS Server,Windows Server,Windows Server 2016,SRV,Core Network Services,IT,[53],"[""DNS Resolver""]","[""DNS Server""]","[""DNS Management Tools""]"
DNS Server,Windows Server,Windows Server 2016,SRV,Name Resolution,Infrastructure,"[53, 135]","[""DNS Resolver"", ""RDP""]","[""DNS Server""]","[""Windows DNS""]"
DNS Server,Windows Server,Windows Server 2016,SRV,Networking,Infrastructure,"[53, 135]","[""DNS Server""]","[""DNS""]","[""Windows DNS"", ""Sysmon""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Name Resolution,Infrastructure,[53],"[""DNS Resolver""]","[""DNS Server""]","[""DNS Management Tools"", ""PowerShell"", ""Sysmon""]"
DNS Server,Windows Server,Windows Server 2022,SRV,Networking,IT,"[53, 80]","[""DNS""]","[""DNS Server"", ""Remote Administration"", ""Management Tools""]","[""Windows DNS""]"
DNS Server,Windows Server,Windows Server 2016,SRV,Networking,IT,"[53, 135]","[""DNS""]","[""DNS Server""]","[""Windows DNS""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Name Resolution,Infrastructure,"[53, 80]","[""DNS Resolver""]","[""DNS""]","[""BIND Tools"", ""Backup Agent""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Networking,Infrastructure,"[53, 80]","[""DNS Resolver""]","[""DNS""]","[""BIND Tools""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Name Resolution,IT,[53],"[""DNS Server""]","[""DNS""]","[""BIND Tools"", ""AV Scanner"", ""Endpoint Protection""]"
DNS Server,Windows Server,Windows Server 2016,SRV,Core Network Services,IT,"[53, 80]","[""DNS""]","[""DNS"", ""Management Tools""]","[""BIND Tools""]"
DNS Server,Windows Server,Windows Server 2016,SRV,Core Network Services,IT,[53],"[""DNS""]","[""DNS"", ""Remote Administration""]","[""Windows DNS""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Networking,Infrastructure,[53],"[""DNS Resolver""]","[""DNS Server""]","[""BIND Tools""]"
DNS Server,Windows Server,Windows Server 2022,SRV,Networking,Infrastructure,"[53, 135]","[""DNS Server""]","[""DNS Server"", ""Management Tools"", ""Remote Administration""]","[""Windows DNS""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Networking,Infrastructure,"[53, 135]","[""DNS Server""]","[""DNS""]","[""DNS Management Tools""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Name Resolution,IT,"[53, 80]","[""DNS Resolver""]","[""DNS Server""]","[""DNS Management Tools"", ""AV Scanner"", ""Endpoint Protection""]"
DNS Server,Windows Server,Windows Server 2022,SRV,Networking,IT,[53],"[""DNS""]","[""DNS""]","[""Windows DNS"", ""Endpoint Protection"", ""Sysmon""]"
DNS Server,Windows Server,Windows Server 2016,SRV,Core Network Services,IT,[53],"[""DNS Resolver""]","[""DNS Server"", ""Management Tools""]","[""BIND Tools"", ""Endpoint Protection""]"
DNS Server,Windows Server,Windows Server 2022,SRV,Networking,Infrastructure,"[53, 135]","[""DNS Server""]","[""DNS Server"", ""Management Tools"", ""Remote Administration""]","[""BIND Tools""]"
DNS Server,Windows Server,Windows Server 2022,SRV,Name Resolution,IT,"[53, 135]","[""DNS Server""]","[""DNS Server""]","[""DNS Management Tools"", ""PowerShell""]"
DNS Server,Windows Server,Windows Server 2022,SRV,Name Resolution,Infrastructure,[53],"[""DNS""]","[""DNS""]","[""DNS Management Tools""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Networking,Infrastructure,"[53, 135]","[""DNS Server""]","[""DNS"", ""Remote Administration""]","[""BIND Tools"", ""Monitoring Agent"", ""AV Scanner""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Name Resolution,IT,"[53, 135]","[""DNS Server"", ""WinRM"", ""RDP""]","[""DNS"", ""Management Tools""]","[""DNS Management Tools"", ""Monitoring Agent""]"
DNS Server,Windows Server,Windows Server 2016,SRV,Core Network Services,IT,"[53, 135]","[""DNS Server""]","[""DNS""]","[""Windows DNS"", ""PowerShell""]"
DNS Server,Windows Server,Windows Server 2016,SRV,Core Network Services,Infrastructure,[53],"[""DNS Resolver""]","[""DNS Server""]","[""Windows DNS""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Name Resolution,Infrastructure,"[53, 80]","[""DNS Resolver""]","[""DNS""]","[""DNS Management Tools""]"
DNS Server,Windows Server,Windows Server 2022,SRV,Name Resolution,Infrastructure,[53],"[""DNS"", ""RDP""]","[""DNS Server"", ""Remote Administration"", ""Management Tools""]","[""Windows DNS"", ""AV Scanner"", ""Endpoint Protection""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Core Network Services,Infrastructure,"[53, 135]","[""DNS""]","[""DNS""]","[""BIND Tools""]"
DNS Server,Windows Server,Windows Server 2016,SRV,Networking,Infrastructure,[53],"[""DNS Resolver""]","[""DNS Server""]","[""Windows DNS""]"
DNS Server,Windows Server,Windows Server 2022,SRV,Networking,IT,"[53, 135]","[""DNS Server""]","[""DNS Server"", ""Management Tools""]","[""Windows DNS""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Networking,Infrastructure,"[53, 80]","[""DNS"", ""WinRM"", ""Monitoring Service""]","[""DNS""]","[""DNS Management Tools"", ""Endpoint Protection"", ""Monitoring Agent""]"
DNS Server,Windows Server,Windows Server 2016,SRV,Core Network Services,IT,[53],"[""DNS Server""]","[""DNS""]","[""DNS Management Tools""]"
DNS Server,Windows Server,Windows Server 2016,SRV,Name Resolution,Infrastructure,"[53, 135]","[""DNS Resolver"", ""Event Log""]","[""DNS Server""]","[""BIND Tools""]"
DNS Server,Windows Server,Windows Server 2016,SRV,Name Resolution,Infrastructure,"[53, 135]","[""DNS Resolver""]","[""DNS Server""]","[""Windows DNS""]"
DNS Server,Windows Server,Windows Server 2019,SRV,Core Network Services,Infrastructure,"[53, 80]","[""DNS Server""]","[""DNS Server"", ""Remote Administration"", ""Management Tools""]","[""Windows DNS""]"
DHCP Server,Windows Server,Windows Server 2019,SRV,Core Network Services,IT,"[67, 68]","[""DHCP"", ""RDP""]","[""DHCP""]","[""DHCP Management Console"", ""AV Scanner""]"
DHCP Server,Windows Server,Windows Server 2019,SRV,Core Network Services,Infrastructure,"[67, 68, 135]","[""DHCP Service"", ""Event Log""]","[""DHCP Server"", ""Management Tools""]","[""DHCP Management Console""]"
DHCP Server,Windows Server,Windows Server 2022,SRV,Core Network Services,Infrastructure,"[67, 68, 135]","[""DHCP Server""]","[""DHCP""]","[""DHCP Management Console""]"
DHCP Server,Windows Server,Windows Server 2019,SRV,Network Services,IT,"[53, 67, 68]","[""DHCP Service""]","[""DHCP Server""]","[""DHCP Management Console""]"
DHCP Server,Windows Server,Windows Server 2022,SRV,IP Address Management,IT,"[67, 68, 135]","[""DHCP Server""]","[""DHCP Server""]","[""DHCP Management Console"", ""Monitoring Agent""]"
DHCP Server,Windows Server,Windows Server 2019,SRV,Network Services,Infrastructure,"[67, 68, 135]","[""DHCP Server"", ""Monitoring Service""]","[""DHCP""]","[""IPAM Tools""]"
DHCP Server,Windows Server,Windows Server 2016,SRV,IP Address Management,Infrastructure,"[53, 67, 68]","[""DHCP Server""]","[""DHCP""]","[""Windows DHCP"", ""Monitoring Agent"", ""AV Scanner""]"
DHCP Server,Windows Server,Windows Server 2016,SRV,Core Network Services,IT,"[53, 67, 68]","[""DHCP"", ""Event Log"", ""RDP""]","[""DHCP"", ""Remote Administration""]","[""DHCP Management Console""]"
DHCP Server,Windows Server,Windows Server 2019,SRV,IP Address Management,Infrastructure,"[67, 68, 135]","[""DHCP Server""]","[""DHCP""]","[""Windows DHCP""]"
DHCP Server,Windows Server,Windows Server 2016,SRV,Network Services,IT,"[67, 68, 135]","[""DHCP""]","[""DHCP""]","[""DHCP Management Console""]"
DHCP Server,Windows Server,Windows Server 2019,SRV,Core Network Services,IT,"[67, 68, 135]","[""DHCP""]","[""DHCP Server""]","[""Windows DHCP""]"
DHCP Server,Windows Server,Windows Server 2019,SRV,Network Services,Infrastructure,"[53, 67, 68]","[""DHCP Server"", ""Monitoring Service"", ""RDP""]","[""DHCP Server""]","[""Windows DHCP""]"
DHCP Server,Windows Server,Windows Server 2022,SRV,IP Address Management,IT,"[53, 67, 68]","[""DHCP""]","[""DHCP Server""]","[""DHCP Management Console""]"
DHCP Server,Windows Server,Windows Server 2016,SRV,Network Services,Infrastructure,"[67, 68]","[""DHCP Service"", ""RDP"", ""Event Log""]","[""DHCP""]","[""Windows DHCP""]"
DHCP Server,Windows Server,Windows Server 2022,SRV,Network Services,Infrastructure,"[53, 67, 68]","[""DHCP Service""]","[""DHCP""]","[""DHCP Management Console""]"
DHCP Server,Windows Server,Windows Server 2022,SRV,Core Network Services,IT,"[67, 68]","[""DHCP Server""]","[""DHCP"", ""Remote Administration""]","[""DHCP Management Console""]"
DHCP Server,Windows Server,Windows Server 2019,SRV,IP Address Management,IT,"[67, 68]","[""DHCP"", ""Monitoring Service""]","[""DHCP""]","[""IPAM Tools""]"
DHCP Server,Windows Server,Windows Server 2022,SRV,IP Address Management,Infrastructure,"[67, 68]","[""DHCP"", ""WinRM"", ""Monitoring Service""]","[""DHCP Server""]","[""DHCP Management Console""]"
DHCP Server,Windows Server,Windows Server 2016,SRV,Core Network Services,Infrastructure,"[67, 68, 135]","[""DHCP"", ""Event Log"", ""WinRM""]","[""DHCP"", ""Management Tools""]","[""DHCP Management Console""]"
DHCP Server,Windows Server,Windows Server 2022,SRV,IP Address Management,IT,"[53, 67, 68]","[""DHCP Server""]","[""DHCP""]","[""DHCP Management Console"", ""PowerShell"", ""Endpoint Protection""]"
DHCP Server,Windows Server,Windows Server 2016,SRV,Core Network Services,Infrastructure,"[67, 68, 135]","[""DHCP Server""]","[""DHCP Server""]","[""DHCP Management Console"", ""Endpoint Protection""]"
